,OR,pval,p_adj,genes,source
forebrain morphogenesis,5.275125628140704,0.07251648233144198,1.0,"NF1, PTEN",Pure_NetAn_GO
DNA N-glycosylase activity,5.275125628140704,0.07251648233144198,1.0,"MUTYH, NTHL1",Pure_NetAn_GO
regulation of insulin receptor signaling pathway,5.275125628140704,0.07251648233144198,1.0,"SESN3, SIK2",Pure_NetAn_GO
regulation of chromosome segregation,5.275125628140704,0.07251648233144198,1.0,"AURKB, KIF2B",Pure_NetAn_GO
glucose 6-phosphate metabolic process,5.275125628140704,0.07251648233144198,1.0,"G6PC1, G6PC3",Pure_NetAn_GO
negative regulation of T cell apoptotic process,5.275125628140704,0.07251648233144198,1.0,"CCL5, IL7R",Pure_NetAn_GO
G1 to G0 transition,5.275125628140704,0.07251648233144198,1.0,"RPL23, STK11",Pure_NetAn_GO
primary miRNA binding,5.275125628140704,0.07251648233144198,1.0,"DROSHA, STAT3",Pure_NetAn_GO
progesterone metabolic process,5.275125628140704,0.07251648233144198,1.0,"CYP17A1, STAT5B",Pure_NetAn_GO
[2Fe-2S] cluster assembly,5.275125628140704,0.07251648233144198,1.0,"HSCB, NDUFAB1",Pure_NetAn_GO
UTP biosynthetic process,5.275125628140704,0.07251648233144198,1.0,"NME1, NME2",Pure_NetAn_GO
interleukin-7-mediated signaling pathway,5.275125628140704,0.07251648233144198,1.0,"IL7R, STAT5A",Pure_NetAn_GO
regulation of protein secretion,5.275125628140704,0.07251648233144198,1.0,"KRT20, RHBDD3",Pure_NetAn_GO
regulation of opsin-mediated signaling pathway,5.275125628140704,0.07251648233144198,1.0,"GUCY2D, NMT1",Pure_NetAn_GO
clathrin vesicle coat,5.275125628140704,0.07251648233144198,1.0,"EPN3, MYCBPAP",Pure_NetAn_GO
negative regulation of glial cell proliferation,5.275125628140704,0.07251648233144198,1.0,"CDKN2B, TP53",Pure_NetAn_GO
TFIID-class transcription factor complex binding,5.275125628140704,0.07251648233144198,1.0,"ERCC4, TP53",Pure_NetAn_GO
response to UV-C,5.275125628140704,0.07251648233144198,1.0,"BRCA2, WRN",Pure_NetAn_GO
telomere maintenance in response to DNA damage,5.275125628140704,0.07251648233144198,1.0,"NBN, SHLD2",Pure_NetAn_GO
protein kinase B binding,5.275125628140704,0.07251648233144198,1.0,"RARA, SRSF1",Pure_NetAn_GO
transcription initiation at RNA polymerase I promoter,5.275125628140704,0.07251648233144198,1.0,"CAVIN1, UBTF",Pure_NetAn_GO
morphogenesis of an epithelial sheet,5.275125628140704,0.07251648233144198,1.0,"HOXB2, HOXB4",Pure_NetAn_GO
regulation of necroptotic process,5.275125628140704,0.07251648233144198,1.0,"BIRC2, BIRC3",Pure_NetAn_GO
autophagosome-lysosome fusion,5.275125628140704,0.07251648233144198,1.0,"PIP4K2B, PLEKHM1",Pure_NetAn_GO
intracellular protein transport,1.5134839650145773,0.07304327360201343,1.0,"AP1B1, AP2B1, ARL17A, ARL4D, ARL5C, COPZ2, EXPH5, GFAP, MYO7A, NGFR, NSF, RAB5C, RAMP2, SEC23B, SNX11, STXBP1, SYNRG",Pure_NetAn_GO
intermediate filament cytoskeleton,2.34744623655914,0.07497881849508505,1.0,"GFAP, KRT13, KRT17, KRT20, KRT36",Pure_NetAn_GO
cellular response to glucose starvation,2.34744623655914,0.07497881849508505,1.0,"BECN1, MTMR3, SESN3, TP53, XBP1",Pure_NetAn_GO
response to activity,2.34744623655914,0.07497881849508505,1.0,"HDAC5, ITGB3, KDM6B, PIK3CA, STK11",Pure_NetAn_GO
brain morphogenesis,3.33326273430054,0.07530976370570557,1.0,"CTNNA2, FANCC, FANCD2",Pure_NetAn_GO
negative regulation of cell-matrix adhesion,3.33326273430054,0.07530976370570557,1.0,"CDKN2A, NF1, NF2",Pure_NetAn_GO
SH3 domain binding,1.795823466503705,0.0774926653739786,1.0,"ARHGAP27, BCAR1, CNTNAP1, FMN1, MAPT, PLSCR3, SKAP1, SOCS7, TOM1L1",Pure_NetAn_GO
cell adhesion molecule binding,2.113319878910192,0.07802158866036794,1.0,"CDH1, CLDN7, ITGB3, JUP, NLGN2, RDX",Pure_NetAn_GO
autophagosome,1.973010101010101,0.0781307891296846,1.0,"BECN1, CALCOCO2, GABARAP, HAP1, NBR1, OSBPL7, PIP4K2B",Pure_NetAn_GO
"DNA damage response, signal transduction by p53 class mediator",2.6398539778449144,0.0785023987024493,1.0,"NBN, PPM1D, RPL26, TP53",Pure_NetAn_GO
endonuclease activity,2.6398539778449144,0.0785023987024493,1.0,"ENDOD1, NTHL1, PMS2, SLFN11",Pure_NetAn_GO
visual learning,2.2963052244039273,0.08018552871602519,1.0,"BRAF, KRAS, NF1, NOG, PPP1R1B",Pure_NetAn_GO
intrinsic apoptotic signaling pathway in response to DNA damage,2.2963052244039273,0.08018552871602519,1.0,"ATM, BRCA1, CHEK2, MLH1, MSH6",Pure_NetAn_GO
Z disc,1.7199199347616576,0.08038389628617289,1.0,"CRYAB, JUP, KRT19, LDB3, RYR1, SLC4A1, STK11, TCAP, TTN, UNC45B",Pure_NetAn_GO
transcription coregulator activity,1.778954935865905,0.08081914783501731,1.0,"EWSR1, GPS2, KAT7, MED1, MED24, NPAT, POU2AF1, TAF15, YAP1",Pure_NetAn_GO
hippocampus development,2.0785760367901274,0.08258688315917552,1.0,"EIF2B5, EZH1, KDM6B, NF2, PPP1R9B, RARA",Pure_NetAn_GO
negative regulation of telomere maintenance via telomerase,3.1664486921529176,0.08380862320615372,1.0,"CTC1, POT1, TP53",Pure_NetAn_GO
motor neuron axon guidance,3.1664486921529176,0.08380862320615372,1.0,"ERBB2, LHX1, NOG",Pure_NetAn_GO
morphogenesis of an epithelium,3.1664486921529176,0.08380862320615372,1.0,"GREB1L, KRT12, KRT16",Pure_NetAn_GO
regulation of cell division,3.1664486921529176,0.08380862320615372,1.0,"KAT2A, KIF18B, TADA2A",Pure_NetAn_GO
mitogen-activated protein kinase binding,3.1664486921529176,0.08380862320615372,1.0,"CDK5RAP3, NBR1, PPM1D",Pure_NetAn_GO
oocyte maturation,3.1664486921529176,0.08380862320615372,1.0,"BRCA2, RXFP2, ZAR1L",Pure_NetAn_GO
ureteric bud development,2.5597363361713814,0.08501475310104566,1.0,"EPCAM, LHX1, RARA, RET",Pure_NetAn_GO
histone acetyltransferase activity,2.5597363361713814,0.08501475310104566,1.0,"BRCA2, KAT2A, KAT7, TADA2A",Pure_NetAn_GO
negative regulation of protein-containing complex assembly,2.5597363361713814,0.08501475310104566,1.0,"CLDN7, CRYAB, SOST, STXBP1",Pure_NetAn_GO
oligodendrocyte differentiation,2.5597363361713814,0.08501475310104566,1.0,"CNP, ERBB2, NF1, SRSF1",Pure_NetAn_GO
adipose tissue development,2.5597363361713814,0.08501475310104566,1.0,"ACAT1, HSD17B1, PIK3CA, XBP1",Pure_NetAn_GO
gamma-tubulin binding,2.5597363361713814,0.08501475310104566,1.0,"BRCA2, CEP57, DIXDC1, RAD51D",Pure_NetAn_GO
outflow tract morphogenesis,2.247340425531915,0.0855800150941304,1.0,"BMPR1A, DVL2, FZD2, NOG, RYR1",Pure_NetAn_GO
protein-containing complex,1.2960863507292897,0.08564579519310726,1.0,"ACTA2, AKT1, BIRC3, BLM, BRCA1, BRCA2, CARD16, CARD18, CASP1, CASP4, CAVIN1, CDK5RAP3, CDKN2A, COX11, CPS1, CRYAB, EGFR, GPSM2, ITGB3, LHX1, MEN1, MITF, PALB2, RAD51, RAD54L, RARA, RETREG3, RIPK1, RPL23, SMARCE1, SOST, STXBP1, TMEM102, TOP2A, TP53, WNK4",Pure_NetAn_GO
3'-5'-DNA exonuclease activity,4.688777219430486,0.0860427634469831,1.0,"MRE11, POLD1",Pure_NetAn_GO
actin filament bundle,4.688777219430486,0.0860427634469831,1.0,"CRYAB, LCP1",Pure_NetAn_GO
regulation of stem cell proliferation,4.688777219430486,0.0860427634469831,1.0,"NF2, YAP1",Pure_NetAn_GO
multicellular organismal response to stress,4.688777219430486,0.0860427634469831,1.0,"ADAM11, PTEN",Pure_NetAn_GO
prostate gland development,4.688777219430486,0.0860427634469831,1.0,"ALOX15B, RARA",Pure_NetAn_GO
phospholipase activator activity,4.688777219430486,0.0860427634469831,1.0,"CCL3, CCL5",Pure_NetAn_GO
CTP biosynthetic process,4.688777219430486,0.0860427634469831,1.0,"NME1, NME2",Pure_NetAn_GO
interleukin-15-mediated signaling pathway,4.688777219430486,0.0860427634469831,1.0,"STAT3, STAT5A",Pure_NetAn_GO
GTP biosynthetic process,4.688777219430486,0.0860427634469831,1.0,"NME1, NME2",Pure_NetAn_GO
pharyngeal arch artery morphogenesis,4.688777219430486,0.0860427634469831,1.0,"BMPR1A, NOG",Pure_NetAn_GO
cytoplasmic translational initiation,4.688777219430486,0.0860427634469831,1.0,"EIF2B5, EIF4A1",Pure_NetAn_GO
regulation of bone resorption,4.688777219430486,0.0860427634469831,1.0,"ITGB3, NF1",Pure_NetAn_GO
DNA topological change,4.688777219430486,0.0860427634469831,1.0,"ERCC3, TOP2A",Pure_NetAn_GO
cellular response to UV-A,4.688777219430486,0.0860427634469831,1.0,"MMP1, MMP3",Pure_NetAn_GO
negative regulation of heart rate,4.688777219430486,0.0860427634469831,1.0,"GJD3, RNLS",Pure_NetAn_GO
thymocyte apoptotic process,4.688777219430486,0.0860427634469831,1.0,"CHEK2, TP53",Pure_NetAn_GO
negative regulation of axonogenesis,4.688777219430486,0.0860427634469831,1.0,"EFNB3, PTEN",Pure_NetAn_GO
"hydrolase activity, acting on ester bonds",4.688777219430486,0.0860427634469831,1.0,"LIPJ, PGAP3",Pure_NetAn_GO
viral process,4.688777219430486,0.0860427634469831,1.0,"CALCOCO2, TP53",Pure_NetAn_GO
lamellipodium,1.5723809523809524,0.08630371920757071,1.0,"ABI3, ACTA2, AKT1, APC, BCAR1, CDH1, CTNNA1, IGF2BP1, NF2, NME2, PIK3CA, PPP1R9B, RDX",Pure_NetAn_GO
collagen type I trimer,21.086345381526105,0.08858459268809739,1.0,COL1A1,Pure_NetAn_GO
glycylpeptide N-tetradecanoyltransferase activity,21.086345381526105,0.08858459268809739,1.0,NMT1,Pure_NetAn_GO
adenylylsulfate kinase activity,21.086345381526105,0.08858459268809739,1.0,PAPSS2,Pure_NetAn_GO
deoxycytidine kinase activity,21.086345381526105,0.08858459268809739,1.0,TK2,Pure_NetAn_GO
sulfate adenylyltransferase (ATP) activity,21.086345381526105,0.08858459268809739,1.0,PAPSS2,Pure_NetAn_GO
substance P receptor binding,21.086345381526105,0.08858459268809739,1.0,TAC4,Pure_NetAn_GO
sulfate assimilation,21.086345381526105,0.08858459268809739,1.0,PAPSS2,Pure_NetAn_GO
glutamate dehydrogenase (NAD+) activity,21.086345381526105,0.08858459268809739,1.0,GLUD1,Pure_NetAn_GO
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,21.086345381526105,0.08858459268809739,1.0,PAPSS2,Pure_NetAn_GO
acetyl-CoA carboxylase activity,21.086345381526105,0.08858459268809739,1.0,ACACA,Pure_NetAn_GO
Slx1-Slx4 complex,21.086345381526105,0.08858459268809739,1.0,SLX4,Pure_NetAn_GO
protein xylosyltransferase activity,21.086345381526105,0.08858459268809739,1.0,XYLT2,Pure_NetAn_GO
DSIF complex,21.086345381526105,0.08858459268809739,1.0,SUPT4H1,Pure_NetAn_GO
microprocessor complex,21.086345381526105,0.08858459268809739,1.0,DROSHA,Pure_NetAn_GO
"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",21.086345381526105,0.08858459268809739,1.0,TOP2A,Pure_NetAn_GO
stem cell differentiation,2.200415826612903,0.09115990519427022,1.0,"BMPR1A, EPCAM, EPOP, KRT14, NOG",Pure_NetAn_GO
male germ cell nucleus,2.200415826612903,0.09115990519427022,1.0,"BRCA1, MLH1, MLH3, RAD51, TOP2A",Pure_NetAn_GO
protein serine/threonine phosphatase activity,2.200415826612903,0.09115990519427022,1.0,"CTDNEP1, MTMR3, MTMR4, PPM1D, PTEN",Pure_NetAn_GO
protein destabilization,2.200415826612903,0.09115990519427022,1.0,"CDC73, CDKN2A, NR1D1, PLK1, XBP1",Pure_NetAn_GO
identical protein binding,1.1723339519821765,0.09155666622638574,1.0,"ABI3, ACACA, ACADVL, ACAT1, AKT1, AMOTL1, AOC3, ATM, BECN1, BIRC2, BLM, BORCS6, BRAF, BRCA1, BRCA2, CARD16, CASC3, CASP1, CAVIN1, CBX1, CCL3, CCL4, CCL5, CDH1, CHEK2, CLDN7, COIL, COL18A1, COL1A1, CRYAB, CTNNA1, DHX8, DLAT, DVL2, EGFR, ERBB2, ERCC4, EWSR1, FHIT, FXR2, GFAP, GPSM2, GRB7, HDAC5, HEXIM1, HEXIM2, HNF1B, HSCB, IFI35, IKZF3, ITGA2B, ITGB3, JUN, KCTD11, KRAS, KRTAP4-2, KRTAP9-2, KRTAP9-3, LCP1, MAPT, MRE11, MSI2, MTMR2, MYO7A, NFE2L1, NISCH, NKAPD1, NLGN2, NME1, NME2, PGR, PLK1, PSME3, PTEN, RAD50, RAD51, RIPK1, SAT2, SEPTIN4, SPAG9, SPOP, STAT3, STAT5B, STXBP1, TP53, TTN, TUBG1, TYR, WRAP53, XBP1",Pure_NetAn_GO
ruffle membrane,1.7992814577372374,0.09166036577194416,1.0,"APC, EGFR, ERBB2, ITGB3, LCP1, NF2, NME1, PPP1R9B",Pure_NetAn_GO
protein-folding chaperone binding,1.7992814577372374,0.09166036577194416,1.0,"BIRC2, CDKN1B, GRN, HSCB, MAPT, PTGES3L, TP53, WRAP53",Pure_NetAn_GO
pyroptotic inflammatory response,2.484331496949233,0.09178130788747386,1.0,"CASP1, CASP4, GSDMA, GSDMB",Pure_NetAn_GO
pituitary gland development,3.0155217016384017,0.09269589298094368,1.0,"BMPR1A, CDH1, NOG",Pure_NetAn_GO
DNA polymerase binding,3.0155217016384017,0.09269589298094368,1.0,"FANCD2, FANCI, RAD51",Pure_NetAn_GO
synaptonemal complex assembly,3.0155217016384017,0.09269589298094368,1.0,"MEIOC, MLH3, P3H4",Pure_NetAn_GO
hematopoietic stem cell homeostasis,3.0155217016384017,0.09269589298094368,1.0,"BAP1, NLE1, SEPTIN4",Pure_NetAn_GO
mRNA 5'-UTR binding,3.0155217016384017,0.09269589298094368,1.0,"IGF2BP1, RARA, RPL26",Pure_NetAn_GO
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,3.0155217016384017,0.09269589298094368,1.0,"PTEN, SESN3, STK11",Pure_NetAn_GO
microtubule plus-end,3.0155217016384017,0.09269589298094368,1.0,"GAS2L1, GAS2L2, KIF18B",Pure_NetAn_GO
I band,3.0155217016384017,0.09269589298094368,1.0,"RYR1, TCAP, TTN",Pure_NetAn_GO
protein localization,1.6160201149425288,0.09454397066573852,1.0,"AXIN2, CTNNA1, DVL2, ERCC3, HAP1, MLH3, MYO7A, SEPTIN4, TNS4, TP53, WNK4",Pure_NetAn_GO
glucose homeostasis,1.7145201882043988,0.09497528665726197,1.0,"AKT1, G6PC1, NGFR, PDK2, PLSCR3, SESN3, SLC2A4, STAT3, STK11",Pure_NetAn_GO
regulation of mitotic cell cycle,1.980858980827447,0.09714953843597247,1.0,"AATF, CDC27, CDK5RAP3, CKS1B, PLK1, TTC28",Pure_NetAn_GO
response to heat,2.4132355056826356,0.09879568300037186,1.0,"AKT1, CRYAB, EIF2B5, HSPB2",Pure_NetAn_GO
T cell differentiation in thymus,2.4132355056826356,0.09879568300037186,1.0,"BRAF, IL7R, STAT5B, TP53",Pure_NetAn_GO
response to starvation,2.4132355056826356,0.09879568300037186,1.0,"ACAT1, CPS1, GIP, HCRT",Pure_NetAn_GO
lactation,2.4132355056826356,0.09879568300037186,1.0,"MED1, NME1, STAT5A, STAT5B",Pure_NetAn_GO
extracellular matrix,1.5041698726058734,0.09965960777707708,1.0,"CHAD, EMID1, LRRC3C, MMP1, MMP10, MMP12, MMP13, MMP20, MMP27, MMP28, MMP3, MMP7, PHOSPHO1, WNT3",Pure_NetAn_GO
multicellular organism growth,1.7616279069767442,0.09976292622430487,1.0,"ATM, CTC1, G6PC1, KAT2A, PALB2, RARA, TP53, XRCC2",Pure_NetAn_GO
1-phosphatidylinositol-3-kinase activity,4.219698492462312,0.10024840355402007,1.0,"ATM, PIK3CA",Pure_NetAn_GO
N-acetyltransferase activity,4.219698492462312,0.10024840355402007,1.0,"SAT2, SMARCE1",Pure_NetAn_GO
positive regulation of axon regeneration,4.219698492462312,0.10024840355402007,1.0,"BRAF, GRN",Pure_NetAn_GO
response to growth hormone,4.219698492462312,0.10024840355402007,1.0,"AKT1, CPS1",Pure_NetAn_GO
positive regulation of cell size,4.219698492462312,0.10024840355402007,1.0,"RB1CC1, RET",Pure_NetAn_GO
cornea development in camera-type eye,4.219698492462312,0.10024840355402007,1.0,"KRT12, WNT9B",Pure_NetAn_GO
collagen biosynthetic process,4.219698492462312,0.10024840355402007,1.0,"COL1A1, P3H4",Pure_NetAn_GO
guanylate cyclase activity,4.219698492462312,0.10024840355402007,1.0,"GUCY1A2, GUCY2D",Pure_NetAn_GO
beta-catenin destruction complex,4.219698492462312,0.10024840355402007,1.0,"APC, AXIN2",Pure_NetAn_GO
U2-type catalytic step 1 spliceosome,4.219698492462312,0.10024840355402007,1.0,"CASC3, CWC25",Pure_NetAn_GO
nuclease activity,4.219698492462312,0.10024840355402007,1.0,"FANCM, MRE11",Pure_NetAn_GO
cellular response to electrical stimulus,4.219698492462312,0.10024840355402007,1.0,"NEUROD2, PTEN",Pure_NetAn_GO
hormone biosynthetic process,4.219698492462312,0.10024840355402007,1.0,"CYP17A1, FDX1",Pure_NetAn_GO
SNARE complex assembly,4.219698492462312,0.10024840355402007,1.0,"STXBP1, VAMP2",Pure_NetAn_GO
cellular response to L-leucine,4.219698492462312,0.10024840355402007,1.0,"SESN3, STAMBPL1",Pure_NetAn_GO
postreplication repair,4.219698492462312,0.10024840355402007,1.0,"BRCA1, MSH2",Pure_NetAn_GO
negative regulation of astrocyte differentiation,4.219698492462312,0.10024840355402007,1.0,"NF1, NOG",Pure_NetAn_GO
peroxisome proliferator activated receptor signaling pathway,4.219698492462312,0.10024840355402007,1.0,"ALOXE3, MED1",Pure_NetAn_GO
endocardial cushion formation,4.219698492462312,0.10024840355402007,1.0,"BMPR1A, NOG",Pure_NetAn_GO
chromocenter,4.219698492462312,0.10024840355402007,1.0,"AURKB, CBX1",Pure_NetAn_GO
phosphate ion binding,4.219698492462312,0.10024840355402007,1.0,"G6PC1, SLC34A2",Pure_NetAn_GO
AP-1 adaptor complex,4.219698492462312,0.10024840355402007,1.0,"AP1B1, SYNRG",Pure_NetAn_GO
cellular response to nitrogen starvation,4.219698492462312,0.10024840355402007,1.0,"BECN1, GABARAP",Pure_NetAn_GO
cardiac muscle tissue morphogenesis,4.219698492462312,0.10024840355402007,1.0,"TCAP, TTN",Pure_NetAn_GO
UV protection,4.219698492462312,0.10024840355402007,1.0,"ERCC3, ERCC4",Pure_NetAn_GO
cellular response to platelet-derived growth factor stimulus,2.8783153466252056,0.10195257106354506,1.0,"ITGB3, PDGFD, RDX",Pure_NetAn_GO
hematopoietic stem cell proliferation,2.8783153466252056,0.10195257106354506,1.0,"BRCA2, CTC1, HOXB4",Pure_NetAn_GO
regulation of innate immune response,2.8783153466252056,0.10195257106354506,1.0,"BIRC2, BIRC3, DHX58",Pure_NetAn_GO
monocyte chemotaxis,2.8783153466252056,0.10195257106354506,1.0,"CCL23, CCL3, CCL5",Pure_NetAn_GO
xenobiotic transmembrane transporter activity,2.8783153466252056,0.10195257106354506,1.0,"ABCC3, SLC19A1, SLC22A18",Pure_NetAn_GO
phosphatidylinositol-3-phosphate biosynthetic process,2.8783153466252056,0.10195257106354506,1.0,"ATM, BECN1, PIK3CA",Pure_NetAn_GO
cardiac muscle cell development,2.8783153466252056,0.10195257106354506,1.0,"NAGLU, TCAP, TTN",Pure_NetAn_GO
wound healing,1.9502910812698906,0.10228818702131708,1.0,"ERBB2, FKBP10, ITGB3, NF1, NOG, YAP1",Pure_NetAn_GO
p53 binding,1.9502910812698906,0.10228818702131708,1.0,"BLM, BRCA1, CDKN2A, PSME3, STK11, TP53",Pure_NetAn_GO
cellular response to growth factor stimulus,2.1121975806451614,0.10286478002860672,1.0,"BMPR1A, ERBB2, RIPK1, SHC1, STAT5B",Pure_NetAn_GO
ATP binding,1.167272455123643,0.10396751550697847,1.0,"AARSD1, ABCB6, ABCC3, ACACA, ACLY, ACSF2, ACTA2, AKT1, ATAD1, ATM, ATR, AURKB, BLM, BMPR1A, BRAF, BRIP1, CDC6, CDK12, CHD3, CHEK2, COASY, CPS1, DCAKD, DDX10, DDX41, DDX52, DGKE, DHX58, DHX8, DNAH2, DYNC2H1, EGFR, EIF4A1, ERBB2, ERCC3, FANCM, GLUD1, GUCY2D, KIF18B, KIF2B, MAP3K14, MLH1, MLH3, MSH2, MSH3, MSH6, MYO19, MYO7A, NME1, NME2, NSF, PAPSS2, PDK2, PFAS, PIK3CA, PIP4K2B, PLK1, PLK2, PMS2, RAD50, RAD51, RAD51C, RAD51D, RAD54L, RECQL, RECQL4, RET, RIPK1, RYR1, SIK2, SLFN11, SLFN13, SLFN14, SLFN5, STK11, TEX14, TK2, TNK1, TOP2A, TTLL6, TTN, UBE2Z, WNK4, WRN, XRCC2",Pure_NetAn_GO
RNA endonuclease activity,2.346089291708627,0.10605099326923552,1.0,"PIWIL4, SLFN13, SLFN14, ZC3H12C",Pure_NetAn_GO
dendritic shaft,2.346089291708627,0.10605099326923552,1.0,"ABI3, MPP2, NLGN2, NSF",Pure_NetAn_GO
response to oxidative stress,1.6691615171532068,0.10647993467742543,1.0,"AKT1, EGFR, EPX, ERCC3, LPO, MPO, RIPK1, TRIM25, WRN",Pure_NetAn_GO
adherens junction,1.511396631823461,0.10666313368777565,1.0,"ALOX15B, APC, CDH1, CTNNA1, CTNNA2, DLG4, FMN1, JUP, LDB3, MPP3, NF2, PPP1R9B, RDX",Pure_NetAn_GO
long-term synaptic potentiation,1.7255112358391285,0.10825470780440034,1.0,"BRAF, GFAP, GIP, MPP2, NF1, NOG, PLK2, VAMP2",Pure_NetAn_GO
somatic stem cell population maintenance,2.0706831119544593,0.10898344110887427,1.0,"BMPR1A, BRAF, NOG, STAT3, YAP1",Pure_NetAn_GO
heme binding,1.6019618679193148,0.11142179449668628,1.0,"ABCB6, CYP17A1, CYP19A1, EPX, GUCY1A2, LPO, MPO, NR1D1, RSAD1, SDHD",Pure_NetAn_GO
oligosaccharide biosynthetic process,2.7530399790044617,0.11155905881400555,1.0,"B4GALNT2, FUT4, MPDU1",Pure_NetAn_GO
Rac protein signal transduction,2.7530399790044617,0.11155905881400555,1.0,"KRAS, NF1, NISCH",Pure_NetAn_GO
midbody abscission,2.7530399790044617,0.11155905881400555,1.0,"AURKB, MTMR3, MTMR4",Pure_NetAn_GO
regulation of neurogenesis,2.2825726028142945,0.11353989645474559,1.0,"HES7, HOXB3, WNT3, YAP1",Pure_NetAn_GO
ADP binding,2.2825726028142945,0.11353989645474559,1.0,"GLUD1, MSH2, MSH6, MYO7A",Pure_NetAn_GO
chemoattractant activity,2.2825726028142945,0.11353989645474559,1.0,"CCL15, CCL16, CCL3, CCL5",Pure_NetAn_GO
protein kinase activator activity,2.2825726028142945,0.11353989645474559,1.0,"DBF4B, PIK3CA, STK11, TOM1L1",Pure_NetAn_GO
positive regulation of inflammatory response,1.6402258132067569,0.11456696303051203,1.0,"CASP1, CASP12, CASP4, CASP5, CCL3, IFI35, IL2, RIPK1, STAT5B",Pure_NetAn_GO
rRNA transcription,3.835906806761078,0.1150441931301704,1.0,"CAVIN1, TP53",Pure_NetAn_GO
osteoblast proliferation,3.835906806761078,0.1150441931301704,1.0,"AXIN2, NF2",Pure_NetAn_GO
positive regulation of pseudopodium assembly,3.835906806761078,0.1150441931301704,1.0,"APC, CCR7",Pure_NetAn_GO
progesterone receptor signaling pathway,3.835906806761078,0.1150441931301704,1.0,"PGR, PHB1",Pure_NetAn_GO
programmed cell death,3.835906806761078,0.1150441931301704,1.0,"GSDMA, GSDMB",Pure_NetAn_GO
prepulse inhibition,3.835906806761078,0.1150441931301704,1.0,"CTNNA2, PTEN",Pure_NetAn_GO
membrane protein proteolysis,3.835906806761078,0.1150441931301704,1.0,"RET, SPPL2C",Pure_NetAn_GO
insulin-like growth factor I binding,3.835906806761078,0.1150441931301704,1.0,"IGFBP4, ITGB3",Pure_NetAn_GO
quinone binding,3.835906806761078,0.1150441931301704,1.0,"AOC2, AOC3",Pure_NetAn_GO
reelin-mediated signaling pathway,3.835906806761078,0.1150441931301704,1.0,"CUL5, STAT5A",Pure_NetAn_GO
A band,3.835906806761078,0.1150441931301704,1.0,"MYL4, UNC45B",Pure_NetAn_GO
endoderm formation,3.835906806761078,0.1150441931301704,1.0,"LHX1, NOG",Pure_NetAn_GO
regulation of exit from mitosis,3.835906806761078,0.1150441931301704,1.0,"CDKN1B, PPP1R9B",Pure_NetAn_GO
nitric oxide metabolic process,3.835906806761078,0.1150441931301704,1.0,"AKT1, CPS1",Pure_NetAn_GO
cardiac myofibril assembly,3.835906806761078,0.1150441931301704,1.0,"TCAP, TTN",Pure_NetAn_GO
MKS complex,3.835906806761078,0.1150441931301704,1.0,"MKS1, TMEM107",Pure_NetAn_GO
epithelial cilium movement involved in determination of left/right asymmetry,3.835906806761078,0.1150441931301704,1.0,"DNAAF19, ODAD4",Pure_NetAn_GO
ectoderm development,3.835906806761078,0.1150441931301704,1.0,"BMPR1A, NF2",Pure_NetAn_GO
"positive regulation of DNA-templated transcription, elongation",3.835906806761078,0.1150441931301704,1.0,"KAT7, SUPT4H1",Pure_NetAn_GO
positive regulation of fibroblast migration,3.835906806761078,0.1150441931301704,1.0,"AKT1, ITGB3",Pure_NetAn_GO
cardiac muscle hypertrophy,3.835906806761078,0.1150441931301704,1.0,"TCAP, TTN",Pure_NetAn_GO
histone H4 acetyltransferase activity,3.835906806761078,0.1150441931301704,1.0,"BRCA2, KAT7",Pure_NetAn_GO
perinuclear region of cytoplasm,1.2341741391460719,0.1207584584364298,1.0,"ALOX12B, APC, ATP6V0A1, CABP7, CALCOCO2, CASC3, CDH1, CNP, EGFR, EIF4A1, EPN3, ERBB2, GSDMA, HCRT, IGF2BP1, ITGA3, LCP1, LDB3, MTMR2, NF2, NME2, PIK3CA, RAD51, RAD51C, RANGRF, RARA, SEC23B, SLC2A4, SNCG, SNF8, SPAG9, SPATA32, STH, STXBP1, SYNRG, TMEM100, TNFSF12, TYR, UNC45B, VAMP2",Pure_NetAn_GO
protein localization to nucleus,2.22239889754598,0.12125464009382829,1.0,"CDKN2A, COL1A1, CTDNEP1, STK11",Pure_NetAn_GO
response to ionizing radiation,2.22239889754598,0.12125464009382829,1.0,"ATM, BRCA1, RAD54L, STK11",Pure_NetAn_GO
ovarian follicle development,2.22239889754598,0.12125464009382829,1.0,"ATM, CTNNA1, EIF2B5, FANCG",Pure_NetAn_GO
mRNA stabilization,2.22239889754598,0.12125464009382829,1.0,"AXIN2, FAM76B, MEIOC, TAF15",Pure_NetAn_GO
Hsp90 protein binding,2.22239889754598,0.12125464009382829,1.0,"KPNB1, MAPT, PTGES3L, UNC45B",Pure_NetAn_GO
neuroblast proliferation,2.22239889754598,0.12125464009382829,1.0,"CTNNA1, NBN, NF1, TP53",Pure_NetAn_GO
"2 iron, 2 sulfur cluster binding",2.6382042253521125,0.12149532238709423,1.0,"CISD3, FDX1, SLC25A39",Pure_NetAn_GO
condensed chromosome,2.6382042253521125,0.12149532238709423,1.0,"FANCD2, RAD51, TOP2A",Pure_NetAn_GO
integrin complex,2.6382042253521125,0.12149532238709423,1.0,"ITGA2B, ITGA3, ITGB3",Pure_NetAn_GO
